Cena (USD->EUR kurss uz 2024-10-10);Saite;Kategorija;Marka un modelis;Gads;Valsts;Motorstundas (h);Jauda (zs);Piedziņa/Vilce
75580.3;https://www.mascus.com/agriculture/tractors/valtra-t-194/ijakhjhf.html;tractors;Valtra T194;France;2015;;;
27068.37;https://www.mascus.com/agriculture/tractors/deutz-5110/fr4hbg9m.html;tractors;Deutz 5110;United Kingdom;2014;;;
182610.63;https://www.mascus.com/agriculture/tractors/fendt-724-vario/4jbn9sao.html;tractors;Fendt 724 Vario Gen 6 ProfiPlus Setting 2 RTK Novatel;Germany;2021;2250.0;240.0;
167392.85;https://www.mascus.com/agriculture/tractors/claas-axion-940/8q4qegip.html;tractors;CLAAS AXION 940;Germany;2019;2516.0;385.0;4 WD
120725.96;https://www.mascus.com/agriculture/tractors/fendt-724-s4/fndohpfr.html;tractors;Fendt 724 S4 Power;Germany;2016;6910.0;239.0;4 WD
27391.27;https://www.mascus.com/agriculture/tractors/mccormick-mc-90/6ngi8n9m.html;tractors;McCormick MC 90;Greece;2004;8500.0;90.0;
36522.31;https://www.mascus.com/agriculture/tractors/massey-ferguson-7480/hoasgsdp.html;tractors;Massey Ferguson 7480 DYNA-VT;Italy;2008;10457.0;164.0;4 WD
27391.27;https://www.mascus.com/agriculture/tractors/massey-ferguson-6445/3j9ncggj.html;tractors;Massey Ferguson 6445;Croatia;2008;5000.0;;
91173.13;https://www.mascus.com/agriculture/tractors/claas-axion-830-cmatic/gmgt8rbs.html;tractors;CLAAS axion 830 cmatic cebis CMATIC CEBIS;Germany;2015;2833.0;241.0;4 WD
111595.84;https://www.mascus.com/agriculture/tractors/deutz-fahr-7250/ct3i5hdr.html;tractors;Deutz-fahr 7250 TTV RTK Motor/Getriebe NEU;Germany;2017;5400.0;246.0;
49235.5;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-115-mk3/8i8s4o7i.html;tractors;Deutz-fahr AGROTRON 115 MK3 #727;Germany;2003;7420.0;129.0;
37029.08;https://www.mascus.com/agriculture/tractors/fendt-309-vario/dtbrhj4r.html;tractors;Fendt 309 Vario;Lithuania;2006;13670.0;95.0;
9029.5;https://www.mascus.com/agriculture/tractors/fendt-farmer-3-s/iodogq8h.html;tractors;Fendt Farmer 3S Allrad;Germany;1966;8042.0;45.0;
95024.23;https://www.mascus.com/agriculture/tractors/new-holland-t-7-270-ac/glcm7thl.html;tractors;New Holland T7.270 AC;Denmark;2013;3876.0;245.0;
38551.22;https://www.mascus.com/agriculture/tractors/massey-ferguson-6480/9h7hcffm.html;tractors;Massey Ferguson 6480;Ireland;2010;;;
51499.51;https://www.mascus.com/agriculture/tractors/new-holland-t-6090/gkdr6hch.html;tractors;New Holland T 6090 Power Command;Norway;2011;6309.0;200.0;4 WD
176576.94;https://www.mascus.com/agriculture/tractors/new-holland-t7-165s-stage-v/7s6r8qdh.html;tractors;New Holland T7.165S Stage V;Denmark;2024;;;4 WD
137972.66;https://www.mascus.com/agriculture/tractors/valtra-n-175-active/5l4f7shl.html;tractors;Valtra n 175 active;Germany;2023;1.0;173.0;
93233.15;https://www.mascus.com/agriculture/tractors/john-deere-6215-r/eiffboej.html;tractors;John Deere 6215R;Germany;2016;5115.0;215.0;
131885.0;https://www.mascus.com/agriculture/tractors/john-deere-6175-r/gn8i8j4g.html;tractors;John Deere 6175R;France;2020;3053.0;;
10755.63;https://www.mascus.com/agriculture/tractors/volvo-bm-500/aififrif.html;tractors;Volvo BM 500 ÅLÖ LASTARE SMS/T;Sweden;;4500.0;65.0;
28520.99;https://www.mascus.com/agriculture/tractors/solis-60-med-lukket-kabine-klima-anlag-og-vendegear-pa/3rhigmcq.html;tractors;Solis 60 Med Lukket kabine, klima anlæg og vendegear på.;Denmark;2024;;60.0;4 WD
96378.06;https://www.mascus.com/agriculture/tractors/valtra-t-174/5uhldhdl.html;tractors;Valtra T174 ACTIVE;Finland;2018;5093.0;174.0;4 WD
16739.01;https://www.mascus.com/agriculture/tractors/mercedes-benz-1000/dqimgubn.html;tractors;Mercedes-Benz UNIMOG U 1000;Germany;1979;;94.0;
228392.95;https://www.mascus.com/agriculture/tractors/new-holland-t-9-505/bmeo9fdn.html;tractors;New Holland T9.505;Canada;2012;;;
140001.57;https://www.mascus.com/agriculture/tractors/claas-axion-870-cmatic/infm3g6i.html;tractors;CLAAS AXION 870 CMATIC CEBIS;Germany;2019;3580.0;295.0;
62997.92;https://www.mascus.com/agriculture/tractors/massey-ferguson-7615/escr3l7h.html;tractors;Massey Ferguson 7615 Dyna-4 Essential;Finland;2014;7228.0;165.0;4 WD
113121.64;https://www.mascus.com/agriculture/tractors/fendt-512/cgduhp3n.html;tractors;Fendt 512 vario;Austria;2014;3247.0;125.0;
8014.12;https://www.mascus.com/agriculture/tractors/other-srme-laser-100/6seghp8t.html;tractors;srme laser 100;Spain;1990;;;
11950.29;https://www.mascus.com/agriculture/tractors/john-deere-1850/6hhn8ter.html;tractors;John Deere 1850;Norway;1991;6291.0;;
87715.38;https://www.mascus.com/agriculture/tractors/claas-axion-850/ipik8tgg.html;tractors;CLAAS Axion 850;Poland;2018;5031.0;;4 WD
71775.86;https://www.mascus.com/agriculture/tractors/john-deere-6150-r/aibgaifr.html;tractors;John Deere 6150R;Austria;2015;6351.0;152.0;4 WD
144845.17;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-6185-ttv-warrior/bu3igofs.html;tractors;Deutz-fahr agrotron 6185 ttv warrior;Germany;2023;15.0;185.0;
37029.08;https://www.mascus.com/agriculture/tractors/john-deere-7530-premium-ap/6l3tfh7u.html;tractors;John Deere 7530 Premium AP;Latvia;2007;3100.0;175.0;
75073.53;https://www.mascus.com/agriculture/tractors/john-deere-6190-r/8mar8s6t.html;tractors;John Deere 6190R;Spain;2013;7322.0;190.0;4 WD
3608.69;https://www.mascus.com/agriculture/tractors/massey-ferguson-6485/fldm4p6p.html;tractors;Massey Ferguson Flotation wheels and tyres to suit 6485/6490;United Kingdom;;;;
72121.63;https://www.mascus.com/agriculture/tractors/john-deere-6195-r/ipgpfqag.html;tractors;John Deere 6195R;United Kingdom;2016;6910.0;;
44805.37;https://www.mascus.com/agriculture/tractors/jcb-fastrac-3200/8g9mbfil.html;tractors;JCB Fastrac 3200;Poland;2007;;200.0;4 WD
73986.81;https://www.mascus.com/agriculture/tractors/massey-ferguson-71/6k5thlas.html;tractors;Massey Ferguson 5711;United Kingdom;2022;116.0;110.0;4 WD
155191.0;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/bpgp9t6f.html;tractors;John Deere 6250R;United Kingdom;2021;2650.0;;
6722.5;https://www.mascus.com/agriculture/tractors/case-1494/gqagclgt.html;tractors;Case 1494 Hydrashift med snöplog;Sweden;1985;;83.0;2 WD
43491.79;https://www.mascus.com/agriculture/tractors/new-holland-td-5-85/ctej9o4k.html;tractors;New Holland TD5.85CAB 4WD MY18;Germany;2018;1958.0;7.0;
151160.61;https://www.mascus.com/agriculture/tractors/massey-ferguson-265/akeubigj.html;tractors;Massey Ferguson 8 S 265 Dyna-7;Germany;2020;2050.0;265.0;4 WD
106197.9;https://www.mascus.com/agriculture/tractors/steyr-cvt-6185-hi-escr/3i3pflhr.html;tractors;Steyr cvt 6185 hi-escr;Germany;2018;2385.0;208.0;
38449.69;https://www.mascus.com/agriculture/tractors/deutz-fahr-5070-d-keyline/ch7l6h4u.html;tractors;Deutz-fahr 5070D Keyline;Germany;2020;482.0;65.0;
14710.09;https://www.mascus.com/agriculture/tractors/solis-26-4wd-facelift-front-loader-700-kg/4r7l5pih.html;tractors;Solis 26 4WD Facelift + front loader 700 kg;Poland;2024;;5.0;4 WD
35507.85;https://www.mascus.com/agriculture/tractors/kubota-m-135-gx/8simbldt.html;tractors;Kubota M135 GX DE COMMUNE;France;2012;;137.0;
60097.25;https://www.mascus.com/agriculture/tractors/john-deere-5115-m/cibn9i4m.html;tractors;John Deere 5115M;Norway;2023;;120.0;
24254.6;https://www.mascus.com/agriculture/tractors/john-deere-4650/if7u3p5o.html;tractors;John Deere 4650;Canada;1983;8000.0;;
94589.72;https://www.mascus.com/agriculture/tractors/fendt-939-scr-profi-plus/ii3jcg4i.html;tractors;Fendt 939 SCR Profi Plus;Poland;2013;6600.0;530.0;4 WD
9992.73;https://www.mascus.com/agriculture/tractors/case-ih-844/9l6n6s4t.html;tractors;Case IH International 844S - Met voorlader;Netherlands;1984;7824.0;;
96378.06;https://www.mascus.com/agriculture/tractors/john-deere-6130-r/3qfk4ncu.html;tractors;John Deere 6130R;Germany;2020;2138.0;131.0;
161636.32;https://www.mascus.com/agriculture/tractors/new-holland-t-7-315/bgfiakhm.html;tractors;New Holland T 7.315;Denmark;2019;2692.0;;4 WD
198341.58;https://www.mascus.com/agriculture/tractors/new-holland-t-7-315-hd/6o4sbp8g.html;tractors;New Holland T7.315 HD AC NEW GEN;Denmark;2022;1945.0;315.0;
1445667.24;https://www.mascus.com/agriculture/tractors/kubota-b-7001/anfh9jhj.html;tractors;Kubota B7001;Hungary;1994;1086.0;;4 WD
78197.4;https://www.mascus.com/agriculture/tractors/other-2017-7310r/5t9j5las.html;tractors;2017 7310R;United Kingdom;2017;;310.0;
70000.33;https://www.mascus.com/agriculture/tractors/claas-axion-920/4uancudj.html;tractors;CLAAS AXION 920;Germany;2012;8283.0;320.0;4 WD
78623.68;https://www.mascus.com/agriculture/tractors/steyr-6225-cvt/at8q8hfk.html;tractors;Steyr 6225 CVT;Germany;2011;7200.0;224.0;4 WD
8014.12;https://www.mascus.com/agriculture/tractors/belarus-mtz-920/gieh8g9k.html;tractors;Belarus MTZ 920.3;Estonia;2005;;2.0;4 WD
10094.27;https://www.mascus.com/agriculture/tractors/kubota-ek1-221-minitractor-nieuw/htbi7i3s.html;tractors;Kubota EK1-221 minitractor NIEUW;Netherlands;2024;1.0;;4 WD
64685.63;https://www.mascus.com/agriculture/tractors/deutz-fahr-5125/6thg3lfl.html;tractors;Deutz-fahr D5125;Germany;2022;335.0;119.0;
50268.26;https://www.mascus.com/agriculture/tractors/kubota-l2-622/5f7idl9r.html;tractors;Kubota l2-622;Germany;2024;1.0;5.0;
23.78;https://www.mascus.com/agriculture/tractors/fendt-916-vario/9lalimej.html;tractors;Fendt 916 Vario 2002r. Parts;Poland;2002;;;
176454.36;https://www.mascus.com/agriculture/tractors/claas-axion-870-cmatic/4kaq9k9k.html;tractors;CLAAS AXION 870 CMATIC;Denmark;2022;1160.0;295.0;4 WD
32802.02;https://www.mascus.com/agriculture/tractors/case-ih-cs-94/6o5t8rat.html;tractors;Case IH CS 94a Profi;Austria;2002;4968.0;94.0;
113624.76;https://www.mascus.com/agriculture/tractors/steyr-terrus-6270-cvt/chen5fik.html;tractors;Steyr terrus 6270;Germany;2017;4200.0;275.0;
76594.76;https://www.mascus.com/agriculture/tractors/massey-ferguson-7720/hrfsdqcs.html;tractors;Massey Ferguson 7720 S;Poland;2019;6065.0;200.0;4 WD
72037.48;https://www.mascus.com/agriculture/tractors/claas-arion-460-cis/6p6m8r8t.html;tractors;CLAAS ARION 460 CIS TIER 4F;Germany;2020;2000.0;138.0;
118498.54;https://www.mascus.com/agriculture/tractors/fendt-516-power/etiodtcs.html;tractors;Fendt 516 Power Plus;United Kingdom;2021;3010.0;160.0;4 WD
29927.88;https://www.mascus.com/agriculture/tractors/fendt-gha-395/gfbmdkag.html;tractors;Fendt GHA 395;Germany;1998;14600.0;116.0;4 WD
2742.42;https://www.mascus.com/agriculture/tractors/other-hjul-par-nokian-tri-2-480-80-34-gul/di9h4lgm.html;tractors;Hjul par: Nokian tri 2 480/80 34 gul;Norway;;;;
28304.19;https://www.mascus.com/agriculture/tractors/kubota-stw-40/bohmdlds.html;tractors;Kubota STW40 Allrad Schlepper;Germany;2017;519.0;38.0;
166378.39;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/7qaofkgt.html;tractors;John Deere 6250R;Germany;2020;2693.0;;
173327.74;https://www.mascus.com/agriculture/tractors/case-ih-optum-300-cvx/hufnghcl.html;tractors;Case IH Optum 300 CVX;Denmark;2022;2358.0;;4 WD
52866.15;https://www.mascus.com/agriculture/tractors/case-ih-puma-170-cvx/ai6m9shu.html;tractors;Case IH Puma 170 CVX;Poland;2013;7100.0;170.0;4 WD
165710.62;https://www.mascus.com/agriculture/tractors/claas-axion-960-terra-trac/7ufo7lit.html;tractors;CLAAS Axion 960;Poland;2018;2488.0;;4 WD
32585.22;https://www.mascus.com/agriculture/tractors/mccormick-x-4-70/7gitfh7p.html;tractors;McCormick X4.70;Norway;2014;4050.0;101.0;
55797.92;https://www.mascus.com/agriculture/tractors/new-holland-t-7-210-pc/4n8u9pbg.html;tractors;New Holland T7.210 PC 50KM Myös vuokraus;Finland;2016;7500.0;180.0;4 WD
62506.7;https://www.mascus.com/agriculture/tractors/case-ih-puma-180-cvx/7ibgbueq.html;tractors;Case IH PUMA 180 CVX;Denmark;2011;7600.0;;4 WD
101957.12;https://www.mascus.com/agriculture/tractors/john-deere-6155-m/hu9mhram.html;tractors;John Deere 6155 M;Denmark;2023;385.0;;4 WD
30005.63;https://www.mascus.com/agriculture/tractors/case-ih-mx-120/4memhoal.html;tractors;Case IH MX 120;Norway;1997;3773.0;120.0;4 WD
13087.33;https://www.mascus.com/agriculture/tractors/zetor-7245/gh6nepbp.html;tractors;Zetor 7245 4x4 vin 583;Slovak Republic;1988;4147.0;63.0;
80957.2;https://www.mascus.com/agriculture/tractors/john-deere-6130-r/bn5gbldr.html;tractors;John Deere 6130R AutoQuad;Germany;2017;3710.0;;
119405.98;https://www.mascus.com/agriculture/tractors/john-deere-7280-r/7lgm8tbg.html;tractors;John Deere 7280R;Austria;2011;1.0;310.0;
14710.09;https://www.mascus.com/agriculture/tractors/kubota-ek1-261/iobh9h7m.html;tractors;Kubota EK1261 DT minitractor NIEUW incl frontlader LEASE;Netherlands;2024;1.0;;4 WD
12072.87;https://www.mascus.com/agriculture/tractors/case-ih-685-xl/franiqdq.html;tractors;Case IH 685 XL;Finland;1987;8650.0;;4 WD
138949.61;https://www.mascus.com/agriculture/tractors/massey-ferguson-265/bnfk8ugg.html;tractors;Massey Ferguson 8S.265 EXDE;United Kingdom;2022;2032.0;265.0;4 WD
9563.71;https://www.mascus.com/agriculture/tractors/massey-ferguson-265/fo4tiu8q.html;tractors;Massey Ferguson 265;United Kingdom;1979;;67.0;2 WD
4728.34;https://www.mascus.com/agriculture/tractors/ford-dexta/gifsglfk.html;tractors;Ford son DextaSpesial;Norway;1962;;;
77000.91;https://www.mascus.com/agriculture/tractors/claas-arion-460-cis/ih5o6rit.html;tractors;CLAAS ARION 460 CIS;Germany;2020;1190.0;140.0;
5932.15;https://www.mascus.com/agriculture/tractors/international-harvester/4nis4pio.html;tractors;International Harvester;Norway;1978;2341.0;68.0;
21926.56;https://www.mascus.com/agriculture/tractors/valmet-80/7resao4f.html;tractors;Valmet 8000;Finland;1993;11800.0;100.0;4 WD
78197.4;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/dl4lbghl.html;tractors;John Deere 6120M;United Kingdom;2022;1481.0;120.0;
382467.95;https://www.mascus.com/agriculture/tractors/case-ih-steiger-500/fkbo9gij.html;tractors;Case IH Steiger 500;Lithuania;2023;10.0;507.0;4 WD
35323.07;https://www.mascus.com/agriculture/tractors/john-deere-6630-premium/9tdoakah.html;tractors;John Deere 6630 Premium;Poland;2007;12686.0;155.0;4 WD
88769.17;https://www.mascus.com/agriculture/tractors/deutz-fahr-6215-ttv/bubqfl6i.html;tractors;Deutz-fahr 6215 ttv rtk;Germany;2017;4265.0;228.0;
104663.87;https://www.mascus.com/agriculture/tractors/new-holland-t-7-210-rc/br4rhuel.html;tractors;New Holland T7.210 RC;United Kingdom;2024;;210.0;
25203.19;https://www.mascus.com/agriculture/tractors/same-explorer/6h5tij9o.html;tractors;Same EXPLORER 85;United Kingdom;2013;3086.0;;4 WD
17444.28;https://www.mascus.com/agriculture/tractors/jcb-fastrac-2135/duildhal.html;tractors;JCB Fastrac 2135;United Kingdom;2003;12312.0;135.0;4 WD
132272.85;https://www.mascus.com/agriculture/tractors/fendt-724-vario-profi-plus/eg5hbq7n.html;tractors;Fendt 724 Vario Profi Plus;United Kingdom;2018;5471.0;240.0;4 WD
122653.34;https://www.mascus.com/agriculture/tractors/jcb-fastrac-4220/7mhf9sht.html;tractors;JCB FASTRAC 4220;Germany;2021;4460.0;217.0;
115791.8;https://www.mascus.com/agriculture/tractors/massey-ferguson-135/fgfq9f3n.html;tractors;Massey Ferguson 5S.135 ESD4;United Kingdom;2023;420.0;140.0;4 WD
126728.55;https://www.mascus.com/agriculture/tractors/valtra-n-155-ed/emgf4g6n.html;tractors;Valtra n155e direct;Austria;2023;20.0;158.0;
193262.89;https://www.mascus.com/agriculture/tractors/jcb-220/4i6ges3r.html;tractors;JCB 4220 icon - 60 km/h;Germany;2023;751.0;222.0;
73945.65;https://www.mascus.com/agriculture/tractors/john-deere-125/6q3hilih.html;tractors;John Deere 5125R +F +FÄSTJÄRN DM;Sweden;2019;1525.0;;4 WD
92928.54;https://www.mascus.com/agriculture/tractors/john-deere-6090/dfdqcmfp.html;tractors;John Deere 6090M;Germany;2021;800.0;90.0;
27175.39;https://www.mascus.com/agriculture/tractors/fiat-100-90-dt/8obidmaf.html;tractors;Fiat 100-90 DT Supercomfort KUN 6600 TIMER! NUL RUST!;Denmark;1987;6600.0;100.0;4 WD
126812.71;https://www.mascus.com/agriculture/tractors/massey-ferguson-180/hr5jgtes.html;tractors;Massey Ferguson mf 6s.180 dyna-vt exclusive;Austria;2023;500.0;203.0;4 WD
73986.81;https://www.mascus.com/agriculture/tractors/john-deere-6130-m/3k7r8l7i.html;tractors;John Deere 6130M;United Kingdom;2021;1216.0;;
81837.19;https://www.mascus.com/agriculture/tractors/massey-ferguson-5-s/iphp3n6m.html;tractors;Massey Ferguson mf 5s.105 dyna-4 efficient Efficient;Austria;2024;100.0;106.0;4 WD
92032.08;https://www.mascus.com/agriculture/tractors/john-deere-6215-r/4nas8igk.html;tractors;John Deere 6215R;United Kingdom;2018;6019.0;;
29880.31;https://www.mascus.com/agriculture/tractors/mccormick-mtx-200/gu7m9pdg.html;tractors;McCormick MTX 200 Med frontlift;Denmark;2004;5260.0;200.0;4 WD
219894.01;https://www.mascus.com/agriculture/tractors/john-deere-250/bh9i7p4j.html;tractors;John Deere 6R 250;Austria;2023;555.0;250.0;
135264.08;https://www.mascus.com/agriculture/tractors/claas-axion-930-cmatic/hgijbk3q.html;tractors;CLAAS AXION 930 CMATIC CEBIS;Denmark;2019;3750.0;355.0;4 WD
64421.27;https://www.mascus.com/agriculture/tractors/new-holland-t-7060/9pafdgar.html;tractors;New Holland T 7060;Italy;2010;7058.0;;4 WD
137464.97;https://www.mascus.com/agriculture/tractors/case-ih-puma-175-cvx/9m7sanbt.html;tractors;Case IH PUMA 175 CVX;Germany;2023;500.0;179.0;4 WD
132333.22;https://www.mascus.com/agriculture/tractors/john-deere-6215-r/4hitdgim.html;tractors;John Deere 6215R;United Kingdom;2016;;;
36522.31;https://www.mascus.com/agriculture/tractors/fendt-716-vario/8het5qcs.html;tractors;Fendt 716 Vario;Germany;2001;13211.0;170.0;
141016.03;https://www.mascus.com/agriculture/tractors/john-deere-6195-r/5jdlho3l.html;tractors;John Deere 6195R;Germany;2022;2383.0;195.0;
26611.91;https://www.mascus.com/agriculture/tractors/kubota-m-9000/6ocr6neq.html;tractors;Kubota M 9000;Canada;2006;2805.0;;4 WD
42435.25;https://www.mascus.com/agriculture/tractors/arbos-p-5130/gmhjcg9i.html;tractors;Arbos P 5130;Poland;2021;14.0;136.0;4 WD
84711.34;https://www.mascus.com/agriculture/tractors/case-ih-luxxum-120/5p8u8git.html;tractors;Case IH Luxxum 120;Germany;2022;;120.0;
3398.3;https://www.mascus.com/agriculture/tractors/deutz-fahr-4006/8f6g7j8p.html;tractors;Deutz-fahr 4006;Denmark;;7745.0;;2 WD
35000.16;https://www.mascus.com/agriculture/tractors/fendt-716-vario/br9j6r7l.html;tractors;Fendt 716 Vario;Netherlands;2001;16200.0;;
96834.52;https://www.mascus.com/agriculture/tractors/claas-axion-870-cmatic/hfitilck.html;tractors;CLAAS Axion 870 Cmatic;Germany;2019;5502.0;295.0;
120725.96;https://www.mascus.com/agriculture/tractors/john-deere-6195-m/hhin5j8o.html;tractors;John Deere 6195m;Germany;2023;2.0;197.0;4 WD
242429.79;https://www.mascus.com/agriculture/tractors/john-deere-370/9h4h7pcm.html;tractors;John Deere 8R 370 AUTOPOWR;Finland;2021;2250.0;420.0;4 WD
35098.96;https://www.mascus.com/agriculture/tractors/new-holland-tm-120/cgif9qef.html;tractors;New Holland TM 120;Finland;2005;4927.0;;4 WD
24347.9;https://www.mascus.com/agriculture/tractors/new-holland-8340/hfclfieg.html;tractors;New Holland 8340;Spain;1998;9158.0;86.0;
74768.92;https://www.mascus.com/agriculture/tractors/claas-axion-830-cmatic/7ref5obf.html;tractors;CLAAS AXION 830 CMATIC;Denmark;2018;5950.0;243.0;4 WD
34014.98;https://www.mascus.com/agriculture/tractors/deutz-fahr-3050/4nim3ngr.html;tractors;Deutz-fahr 3050;Germany;2023;2.0;7.0;
186409.58;https://www.mascus.com/agriculture/tractors/john-deere-215/3p8mcf6s.html;tractors;John Deere 6R 215;United Kingdom;2023;;;
152936.14;https://www.mascus.com/agriculture/tractors/claas-axion-830-cmatic/8iguauam.html;tractors;CLAAS AXION 830 CMATIC;Denmark;2020;1145.0;235.0;4 WD
42609.06;https://www.mascus.com/agriculture/tractors/valtra-n-103-4/9m3l6r4g.html;tractors;Valtra N 103.4;Latvia;2015;7000.0;138.0;4 WD
1792.91;https://www.mascus.com/agriculture/tractors/bolinder-munktell-35-36/eg8tgf8f.html;tractors;Bolinder-Munktell 35/36;Sweden;1952;;;
13077.27;https://www.mascus.com/agriculture/tractors/ford-930-a/gg3ugufq.html;tractors;Ford 3930 Allrad;Germany;1994;2244.0;7.0;
37029.08;https://www.mascus.com/agriculture/tractors/fendt-favorit-514-c/3iak3q4s.html;tractors;Fendt Favorit 514 C;Italy;1999;300.0;140.0;4 WD
50724.72;https://www.mascus.com/agriculture/tractors/kubota-m-125/hlckdj4l.html;tractors;Kubota M125 GXS-III;France;2018;;125.0;
69822.87;https://www.mascus.com/agriculture/tractors/deutz-fahr-6140-ttv/4kfk6pfq.html;tractors;Deutz-fahr 6140 TTV;Sweden;2019;4000.0;143.0;4 WD
91304.86;https://www.mascus.com/agriculture/tractors/john-deere-6155-m/5h8p3lgm.html;tractors;John Deere 6155M;France;2018;1410.0;155.0;
96378.06;https://www.mascus.com/agriculture/tractors/john-deere-6100/en4f7f4f.html;tractors;John Deere 6100M;France;2023;;;
11950.29;https://www.mascus.com/agriculture/tractors/john-deere-3040/hsghafij.html;tractors;John Deere 3040;Norway;1980;8085.0;88.0;
32004.36;https://www.mascus.com/agriculture/tractors/bobcat-ct-2525/encm5j8s.html;tractors;Bobcat CT 2525;Poland;2023;5.0;25.0;4 WD
35567.31;https://www.mascus.com/agriculture/tractors/new-holland-tm-150/cjiogjeh.html;tractors;New Holland TM150;Finland;2000;10200.0;147.0;4 WD
120218.27;https://www.mascus.com/agriculture/tractors/fendt-209-v/4qfsgo3h.html;tractors;Fendt 209V Profi Gen3;Netherlands;2022;3.0;90.0;
111280.25;https://www.mascus.com/agriculture/tractors/massey-ferguson-8-s/emgfaffn.html;tractors;Massey Ferguson 8S.225EX D7;United Kingdom;2020;2586.0;225.0;4 WD
12929.99;https://www.mascus.com/agriculture/tractors/case-885/ip3meq9r.html;tractors;Case 885 XL;Finland;1989;;;4 WD
149131.69;https://www.mascus.com/agriculture/tractors/new-holland-275/3f7f5hat.html;tractors;New Holland T7.275 AC;Germany;2018;30.0;279.0;4 WD
13834.68;https://www.mascus.com/agriculture/tractors/massey-ferguson-698-t/fshm9oag.html;tractors;Massey Ferguson 698 T;United Kingdom;1984;8133.0;90.0;4 WD
161245.73;https://www.mascus.com/agriculture/tractors/john-deere-6195-m/hgeo9pbj.html;tractors;John Deere 6195M;Sweden;2023;143.0;;
6274.27;https://www.mascus.com/agriculture/tractors/volvo-bm-650/erbkdrfm.html;tractors;Volvo BM T 650 Tractor;Sweden;1971;;;
73551.39;https://www.mascus.com/agriculture/tractors/john-deere-6210-r/9jbp7j7g.html;tractors;John Deere 6210r;Germany;2014;7410.0;213.0;4 WD
91304.86;https://www.mascus.com/agriculture/tractors/john-deere-6130-r/crejhnii.html;tractors;John Deere 6130r;Germany;2019;3600.0;132.0;
111088.15;https://www.mascus.com/agriculture/tractors/fendt-724-profi-plus/ajfrgpeq.html;tractors;Fendt 724 Profi Plus;Netherlands;2014;;240.0;
49296.79;https://www.mascus.com/agriculture/tractors/massey-ferguson-5712/ct4kcu7h.html;tractors;Massey Ferguson 5712;Sweden;2017;3000.0;;4 WD
124682.25;https://www.mascus.com/agriculture/tractors/fendt-724-vario/ah7t7qbi.html;tractors;Fendt 724 Vario S4 Profi Plus;Germany;2018;4405.0;240.0;
97359.59;https://www.mascus.com/agriculture/tractors/deutz-fahr-traktorit/8nfu4hgu.html;tractors;Deutz-fahr Traktorit;Finland;2023;;;4 WD
107069.66;https://www.mascus.com/agriculture/tractors/new-holland-25/gpgohghn.html;tractors;New Holland T7.225;United Kingdom;2021;3029.0;;
66733.76;https://www.mascus.com/agriculture/tractors/deutz-fahr-6115-c-rv/iiafahhu.html;tractors;Deutz-fahr 6115 C;Germany;2022;366.0;116.0;
72265.25;https://www.mascus.com/agriculture/tractors/case-ih-puma-230/9l9hgqfi.html;tractors;Case IH PUMA 2304;China;2018;4846.0;230.0;4 WD
99421.43;https://www.mascus.com/agriculture/tractors/valtra-t-194/9rbiinhr.html;tractors;Valtra T194 A;Netherlands;2020;2210.0;209.0;4 WD
36023.77;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-k-410/3pig7u5t.html;tractors;Deutz-fahr Agrotron K410;Norway;2011;3015.0;99.0;
50724.72;https://www.mascus.com/agriculture/tractors/massey-ferguson-7716/5oak8pfj.html;tractors;Massey Ferguson 7716;Ireland;2016;9189.0;;4 WD
42953.0;https://www.mascus.com/agriculture/tractors/new-holland-t-6040/5o4ugg6s.html;tractors;New Holland T6040 Elite;Finland;2009;9419.0;140.0;4 WD
246017.44;https://www.mascus.com/agriculture/tractors/claas-axion-960-cmatic/hkcl5u4s.html;tractors;CLAAS Axion 960 CMATIC CEBIS;Germany;2023;665.0;439.0;
45652.43;https://www.mascus.com/agriculture/tractors/john-deere-125/3s9j7n9t.html;tractors;John Deere 5125R;Austria;2017;2740.0;125.0;
27391.27;https://www.mascus.com/agriculture/tractors/massey-ferguson-6260/4g4hcigp.html;tractors;Massey Ferguson 6260;Italy;2000;6289.0;143.0;
111088.15;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/9o3h8uem.html;tractors;John Deere 6155R CommandPro;Germany;2020;3985.0;155.0;
2493.61;https://www.mascus.com/agriculture/tractors/ford-4000/eohlfr4f.html;tractors;Ford 4000;Norway;1972;5427.0;62.0;
62899.12;https://www.mascus.com/agriculture/tractors/john-deere-7530-premium-ap/9sdifqbq.html;tractors;John Deere 7530 Premium AP;Estonia;2008;8857.0;204.0;4 WD
37435.23;https://www.mascus.com/agriculture/tractors/case-ih-7240/dtatfidk.html;tractors;Case IH Magnum 7240 PRO;Germany;1999;12653.0;254.0;4 WD
70914.16;https://www.mascus.com/agriculture/tractors/challenger-65/8f9n4l8s.html;tractors;Challenger 865C Tractor;Romania;2009;11000.0;575.0;
