Cena (USD->EUR kurss uz 2024-10-10);Saite;Kategorija;Marka un modelis;Gads;Valsts;Motorstundas (h);Jauda (zs);Piedziņa/Vilce
2180.76;https://www.mascus.com/agriculture/tractors/zetor-7045/cs8n5oak.html;tractors;Zetor przedni most 7045, 7245, 6045, 7745, 6245;Poland;1940;;;
84152.43;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/dfcl7ogh.html;tractors;John Deere 6155R;United Kingdom;2018;3520.0;155.0;
29319.57;https://www.mascus.com/agriculture/tractors/kubota-l1-552/as7t4l4r.html;tractors;Kubota l1-552 hydrostat ab 0,99%;Germany;2024;1.0;7.0;4 WD
78623.68;https://www.mascus.com/agriculture/tractors/john-deere-9520/9nam8shf.html;tractors;John Deere 9520;Lithuania;2003;16514.0;457.0;4 WD
65942.5;https://www.mascus.com/agriculture/tractors/fendt-936-vario-profi/gq5h5l4k.html;tractors;Fendt 936 Vario Profi;Latvia;2009;12130.0;355.0;4 WD
92320.23;https://www.mascus.com/agriculture/tractors/john-deere-7290-r/7hhi4kis.html;tractors;John Deere 7290r;Germany;2016;6130.0;290.0;4 WD
68641.93;https://www.mascus.com/agriculture/tractors/zetor-fortessa-hsx-140/fqcq6r7u.html;tractors;Zetor Fortessa HSX 140;Finland;2021;58.0;136.0;
10501.33;https://www.mascus.com/agriculture/tractors/tgb-blade-1000-v-twin-eps-pro-t3b-monkija/4kfocncm.html;tractors;TGB Blade 1000 V- TWIN EPS PRO T3B mönkijä;Finland;2024;;;4 WD
101400.04;https://www.mascus.com/agriculture/tractors/valtra-n-174/iu7p9fcj.html;tractors;Valtra n174d smarttouch mr19;Germany;2020;1200.0;165.0;
6878.01;https://www.mascus.com/agriculture/tractors/fordson-major/4p9sfjcm.html;tractors;Fordson Major;Norway;1957;;41.0;
22115.91;https://www.mascus.com/agriculture/tractors/new-holland-8340/dt3ldu8m.html;tractors;New Holland 8340;Germany;1994;;128.0;4 WD
27161.67;https://www.mascus.com/agriculture/tractors/fendt-716-vario/gq7q4m3j.html;tractors;Fendt 716 VARIO Med frontlift;Denmark;2003;12227.0;160.0;4 WD
47201.1;https://www.mascus.com/agriculture/tractors/claas-arion-550-cis/efhuaq9g.html;tractors;CLAAS Arion 550 CIS;Norway;2016;5568.0;163.0;4 WD
117174.9;https://www.mascus.com/agriculture/tractors/case-ih-maxxum-150/eqbt6lhi.html;tractors;Case IH maxxum 150 cvx CVX;Germany;2023;500.0;148.0;
240335.93;https://www.mascus.com/agriculture/tractors/challenger-mt-875-e/chghgjdp.html;tractors;Challenger MT 875 E;Romania;2017;3220.0;646.0;
14101.79;https://www.mascus.com/agriculture/tractors/steyr-8080/4ngf7g6g.html;tractors;Steyr 8080;Germany;1986;12910.0;72.0;
120725.96;https://www.mascus.com/agriculture/tractors/claas-arion-550-cmatic/8jetfrgj.html;tractors;CLAAS Arion 550 CMATIC CIS+;Germany;2023;250.0;165.0;
18767.93;https://www.mascus.com/agriculture/tractors/valtra-160c/3lig8rgu.html;tractors;Valtra 160c;Serbia;2007;14659.0;165.0;4 WD
78432.49;https://www.mascus.com/agriculture/tractors/steyr-15/fk7pahbf.html;tractors;Steyr Multi 4115;Germany;2015;1485.0;114.0;4 WD
72121.63;https://www.mascus.com/agriculture/tractors/new-holland-t-7-245/5tfjbsfl.html;tractors;New Holland T 7.245;United Kingdom;2018;3919.0;;
37029.08;https://www.mascus.com/agriculture/tractors/jcb-fastrac-3190/chepihfq.html;tractors;JCB FASTRAC 3190 PLUS;Finland;2004;8800.0;330.0;4 WD
38551.22;https://www.mascus.com/agriculture/tractors/case-ih-puma-160-cvx/hn7s4q3m.html;tractors;Case IH PUMA 160 CVX;Italy;2011;;202.0;
264666.45;https://www.mascus.com/agriculture/tractors/john-deere-350/irdp7lal.html;tractors;John Deere 7R 350;United Kingdom;2022;1057.0;350.0;
146088.32;https://www.mascus.com/agriculture/tractors/john-deere-6175-r/hq5s4j5p.html;tractors;John Deere 6175R CommandPro;Germany;2022;1375.0;175.0;
29901.35;https://www.mascus.com/agriculture/tractors/kubota-smz-955/dgat6ueo.html;tractors;Kubota SMZ955;Japan;;1078.0;;4 WD
39116.54;https://www.mascus.com/agriculture/tractors/case-252/gk7g9ram.html;tractors;Case MAGNUM 225 2007;Poland;2007;;;
5478.44;https://www.mascus.com/agriculture/tractors/steyr-650/dq7l8nfu.html;tractors;Steyr 650;Greece;1980;6700.0;55.0;
65840.96;https://www.mascus.com/agriculture/tractors/john-deere-6190-r/6keu3lgr.html;tractors;John Deere 6190R;Romania;2013;5879.0;190.0;
41594.6;https://www.mascus.com/agriculture/tractors/new-holland-65/8pbrejat.html;tractors;New Holland T4S.65;France;2023;180.0;;
21052.97;https://www.mascus.com/agriculture/tractors/mccormick-mtx-150/4s7g7qfg.html;tractors;McCormick MTX 150;United Kingdom;2004;7837.0;;4 WD
1547.76;https://www.mascus.com/agriculture/tractors/massey-ferguson-dekk/7k8idqio.html;tractors;Massey Ferguson Dekk;Norway;2018;;;
44891.36;https://www.mascus.com/agriculture/tractors/new-holland-t-4-55/eigh5qbm.html;tractors;New Holland T4.55 CAB STAGE V;Germany;2022;80.0;4.0;
7136.88;https://www.mascus.com/agriculture/tractors/massey-ferguson-190/giik8tag.html;tractors;Massey Ferguson LB190;Denmark;2002;49000.0;;
56482.15;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/ar6hfgfo.html;tractors;John Deere 6120 M;United Kingdom;2017;2152.0;;
20290.07;https://www.mascus.com/agriculture/tractors/john-deere-2650/ai3kim6m.html;tractors;John Deere 2650;Ukraine;1992;6351.0;100.0;
141016.03;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/eo3r7m4r.html;tractors;John Deere 6250R;Germany;2018;3985.0;250.0;
46900.15;https://www.mascus.com/agriculture/tractors/case-ih-magnum-340/3ghj3lcn.html;tractors;Case IH MAGNUM 340PS;Denmark;2012;9500.0;;
24892.18;https://www.mascus.com/agriculture/tractors/renault-ares-540-rx/8q6m3mdj.html;tractors;Renault ARES 626 RZ;Poland;2002;6800.0;125.0;4 WD
149266.16;https://www.mascus.com/agriculture/tractors/deutz-fahr-6190-ttv/7jfjbfgj.html;tractors;Deutz-fahr 6190 TTV Ny;Denmark;2024;;190.0;4 WD
103246.0;https://www.mascus.com/agriculture/tractors/fendt-310-vario/ik9m4tfs.html;tractors;Fendt 310 vario;Austria;2020;1400.0;114.0;
51688.86;https://www.mascus.com/agriculture/tractors/case-ih-farmall-100-c/5n4f9qel.html;tractors;Case IH Farmall 100 C NEW;Netherlands;2022;7.0;101.0;4 WD
84203.65;https://www.mascus.com/agriculture/tractors/john-deere-6120-r/hh9t6nds.html;tractors;John Deere 6120R -  DESTOCKAGE;France;2020;;;
35497.79;https://www.mascus.com/agriculture/tractors/solis-90/crimgj9o.html;tractors;Solis 90 Stage V mit Kabine Traktor Schlepper NEU;Germany;2023;;;
15217.78;https://www.mascus.com/agriculture/tractors/valmet-2105/7p8s5s3s.html;;;;;5107.0;;
11616.41;https://www.mascus.com/agriculture/tractors/john-deere-550/9i8o4p4n.html;tractors;John Deere 2015 John Deere 5503 Turbo;South Africa;2015;945.0;;
26077.69;https://www.mascus.com/agriculture/tractors/fendt-280-p/gucgff8i.html;tractors;Fendt 280 P  P545;Poland;2002;3820.0;;
299278.76;https://www.mascus.com/agriculture/tractors/john-deere-370/audqemhg.html;tractors;John Deere 8R 370;Germany;2022;428.0;370.0;
87043.95;https://www.mascus.com/agriculture/tractors/fendt-512/9kbragfu.html;tractors;Fendt 512 VARIO POWER;France;2014;;;
37029.08;https://www.mascus.com/agriculture/tractors/new-holland-t-5060/9g5f6t8n.html;tractors;New Holland T 5060;Italy;2009;6687.0;;4 WD
2458.85;https://www.mascus.com/agriculture/tractors/other-hjul-par-mitas-480-65-28-gul/ir5p5r6j.html;tractors;Hjul par: Mitas 480/65 28 gul;Norway;;;;
41504.95;https://www.mascus.com/agriculture/tractors/massey-ferguson-6615/audg8geo.html;tractors;Massey Ferguson 6615;United Kingdom;2014;7264.0;150.0;4 WD
64573.12;https://www.mascus.com/agriculture/tractors/claas-axion-830-cis/aj4qan6j.html;tractors;CLAAS AXION 830 CIS;Denmark;2016;4737.0;;4 WD
36664.09;https://www.mascus.com/agriculture/tractors/john-deere-7710/5n6obf4n.html;tractors;John Deere 7710 TLS  AFF. FORAKSEL, POWER QUARD GEAR;Denmark;2000;10750.0;180.0;4 WD
3697.42;https://www.mascus.com/agriculture/tractors/deutz-fahr-tractorbumper/fp5jau3m.html;tractors;Deutz-fahr Tractorbumper;Norway;2024;;;
20563.58;https://www.mascus.com/agriculture/tractors/new-holland-t-4050/bi7tepfj.html;tractors;New Holland T4050 SS;Hungary;2008;6139.0;96.0;4 WD
34374.48;https://www.mascus.com/agriculture/tractors/claas-arion-640-cebis/hqcpgtht.html;tractors;CLAAS ARION 640 CIS + QUICKE Q65;Poland;2010;7600.0;155.0;4 WD
29116.49;https://www.mascus.com/agriculture/tractors/valtra-900/aoflgnhl.html;tractors;Valtra 900;Finland;2001;4450.0;90.0;4 WD
33478.94;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-x-710/hlepat4m.html;tractors;Deutz-fahr Agrotron X710;Lithuania;2009;7400.0;239.0;4 WD
62392.35;https://www.mascus.com/agriculture/tractors/massey-ferguson-7718/buirhj4r.html;tractors;Massey Ferguson 7718;Poland;2017;7298.0;180.0;4 WD
119203.82;https://www.mascus.com/agriculture/tractors/claas-arion-660-cmatic/4haqeg6f.html;tractors;CLAAS ARION 660 CMATIC;Germany;2021;1208.0;205.0;4 WD
34019.55;https://www.mascus.com/agriculture/tractors/new-holland-td-5-115/fn9kem8o.html;tractors;New Holland TD5.115;Poland;2016;;116.0;
86131.03;https://www.mascus.com/agriculture/tractors/john-deere-6215-r/gf5khfgn.html;tractors;John Deere 6215R;Germany;2018;5640.0;215.0;
76087.99;https://www.mascus.com/agriculture/tractors/john-deere-6150-r/hq4p4u6s.html;tractors;John Deere 6150R;Ukraine;2014;3200.0;150.0;
187682.92;https://www.mascus.com/agriculture/tractors/fendt-943-vario-mt/cr7qdqgm.html;tractors;Fendt 943 Vario MT / Challenger;Germany;2018;3700.0;431.0;4 WD
42574.29;https://www.mascus.com/agriculture/tractors/john-deere-5075-e/il6j4kbl.html;tractors;John Deere 5075 E;Sweden;2017;;;4 WD
10399.79;https://www.mascus.com/agriculture/tractors/solis-26-6-2-gearmaskine-med-servostyrring-og-industri-h/5j5u9ocn.html;tractors;Solis 26 6+2 gearmaskine med Servostyrring og Industri h;Denmark;2024;;26.0;4 WD
22522.06;https://www.mascus.com/agriculture/tractors/john-deere-5100-gf/3o7fhg7k.html;tractors;John Deere 5100GF;Portugal;2009;12634.0;100.0;
24297.59;https://www.mascus.com/agriculture/tractors/new-holland-td-80-d/hubf4h4k.html;tractors;New Holland TD80d mit Quicke Frontlader;Germany;2004;5280.0;2.0;4 WD
71015.7;https://www.mascus.com/agriculture/tractors/john-deere-8530-autopower/7fajijhs.html;tractors;John Deere 8530 AutoPower New gearbox;Latvia;2009;10300.0;330.0;4 WD
108212.18;https://www.mascus.com/agriculture/tractors/john-deere-6195-r/ah9qafgl.html;tractors;John Deere 6195R;United Kingdom;2019;5500.0;;
33478.94;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-k-100/ht9jfo8n.html;tractors;Deutz-fahr AGROTRON K100;Greece;2007;9822.0;95.0;
38043.54;https://www.mascus.com/agriculture/tractors/same-frutteto/bqhjgm6t.html;tractors;Same FRUTTETO 90.4 . DESTOCKAGE;France;2017;;;
139003.58;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/io7oan9o.html;;;;;3050.0;;
23249.29;https://www.mascus.com/agriculture/tractors/same-silver-110/fodr4ref.html;tractors;Same Silver 110;Austria;;9770.0;110.0;
10134.52;https://www.mascus.com/agriculture/tractors/solis-26-6-6-neumaschine-aktion-top/imdjglfi.html;tractors;Solis 26 6+6 Neumaschine Aktion TOP;Austria;2024;1.0;26.0;
119203.82;https://www.mascus.com/agriculture/tractors/claas-axion-800/3s9keiij.html;tractors;CLAAS AXION 800;Germany;2021;1956.0;205.0;4 WD
13695.64;https://www.mascus.com/agriculture/tractors/kubota-rw25/5pdnerih.html;tractors;Kubota RW25;Romania;1990;;23.0;
85149.5;https://www.mascus.com/agriculture/tractors/massey-ferguson-5-s/iuenhrit.html;tractors;Massey Ferguson 5S145;Sweden;2022;1734.0;;
4869.21;https://www.mascus.com/agriculture/tractors/renault-super-5-d/gq7qcmej.html;tractors;Renault Super 5D;Germany;1967;4574.0;4.0;2 WD
120122.23;https://www.mascus.com/agriculture/tractors/valtra-t-214-versu/fj3ubf4n.html;tractors;Valtra T214 Versu;United Kingdom;2021;2313.0;215.0;4 WD
80219.92;https://www.mascus.com/agriculture/tractors/john-deere-7280-r/5ngqgsal.html;tractors;John Deere 7280 R;Sweden;2013;5722.0;309.0;4 WD
133610.21;https://www.mascus.com/agriculture/tractors/john-deere-6-r/9j3ncmam.html;tractors;John Deere JD 6R130;Germany;;55.0;130.0;
80044.28;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/8q6q5ngm.html;tractors;John Deere 6250R;Germany;2018;8775.0;250.0;
3353.47;https://www.mascus.com/agriculture/tractors/other-tri-2-dekk-felg/hl8g5m6l.html;tractors;TRI 2 Dekk/felg;Norway;2013;;;
80652.59;https://www.mascus.com/agriculture/tractors/john-deere-6135/hmgnekiq.html;tractors;John Deere 6135 R;Germany;2018;2765.0;135.0;4 WD
47681.34;https://www.mascus.com/agriculture/tractors/john-deere-6230/8ldt9sio.html;tractors;John Deere 6230;Germany;2011;3870.0;2.0;4 WD
30435.56;https://www.mascus.com/agriculture/tractors/steyr-9094/6riuck7s.html;tractors;Steyr 9094 mit Hauer POM-R90;Austria;1995;1.0;94.0;
126812.71;https://www.mascus.com/agriculture/tractors/fendt-724-vario/7qcshqcm.html;tractors;Fendt 724 vario s4;Germany;2020;5184.0;223.0;
103479.26;https://www.mascus.com/agriculture/tractors/steyr-6270-terrus-cvt/9oftin7t.html;tractors;Steyr 6270 Terrus CVT;Germany;2018;4710.0;271.0;4 WD
63879.74;https://www.mascus.com/agriculture/tractors/massey-ferguson-6615/fkgnhufq.html;tractors;Massey Ferguson 6615 DYNA VT KUN 4900 TIMER OG FULD AFFJEDRING!;Denmark;2016;4900.0;150.0;4 WD
62873.51;https://www.mascus.com/agriculture/tractors/case-ih-cvx-185/9f6s8idg.html;tractors;Case IH puma cvx 185;Germany;2011;7475.0;223.0;
3308.65;https://www.mascus.com/agriculture/tractors/fordson-power-major/9sftij8m.html;tractors;Fordson Power Major;United Kingdom;;;;
61884.67;https://www.mascus.com/agriculture/tractors/john-deere-6175-m/8r3u3ubl.html;tractors;John Deere 6175M;Ukraine;2016;5850.0;175.0;
120725.96;https://www.mascus.com/agriculture/tractors/fendt-826-vario/ajen4mem.html;tractors;Fendt 826 VARIO;France;2016;3950.0;260.0;
90798.08;https://www.mascus.com/agriculture/tractors/claas-xerion-4000-trac/cmdn5i7h.html;tractors;CLAAS xerion 4000 trac TRAC;Germany;2014;9950.0;405.0;
79014.28;https://www.mascus.com/agriculture/tractors/fendt-516-vario-scr-profi/am9f5m9k.html;tractors;Fendt 516 VARIO SCR PROFI;Germany;2014;5560.0;163.0;4 WD
123851.66;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/hnfq3lil.html;tractors;John Deere 6155R;United Kingdom;2022;1055.0;;
68985.87;https://www.mascus.com/agriculture/tractors/new-holland-t-8-360/9qhs7qgk.html;tractors;New Holland T8.360;Ukraine;2014;4600.0;390.0;
26705.21;https://www.mascus.com/agriculture/tractors/ford-8670/6jekbrfk.html;tractors;Ford 8670;Latvia;1995;;210.0;4 WD
42822.19;https://www.mascus.com/agriculture/tractors/mb-trac-1300/ajas5fdg.html;tractors;MB Trac Trac 1300;Denmark;;;;
86618.59;https://www.mascus.com/agriculture/tractors/fendt-724-profi-plus/hpafag7j.html;tractors;Fendt 724 Profi Plus;United Kingdom;2019;8310.0;240.0;4 WD
30334.02;https://www.mascus.com/agriculture/tractors/fendt-716-vario/7hhffs8s.html;tractors;Fendt 716 VARIO;France;1998;8025.0;162.0;
67957.69;https://www.mascus.com/agriculture/tractors/massey-ferguson-7718/ii6n7m5s.html;tractors;Massey Ferguson 7718 Dyna VT KUN 3800 TIMER!;Denmark;2017;3800.0;180.0;4 WD
35323.07;https://www.mascus.com/agriculture/tractors/john-deere-6530/8rapbj8h.html;tractors;John Deere 6530 PowrQuad;Poland;2009;8600.0;120.0;4 WD
102311.13;https://www.mascus.com/agriculture/tractors/massey-ferguson-7726/4sifdtho.html;tractors;Massey Ferguson 7726;Norway;2018;3090.0;;
59155.97;https://www.mascus.com/agriculture/tractors/case-ih-farmall-90/akdugoiu.html;tractors;Case IH Farmall 90A;Sweden;2023;4.0;90.0;4 WD
135552.23;https://www.mascus.com/agriculture/tractors/new-holland-t-7-315/4m5m9ief.html;tractors;New Holland T7.315 AUTOCOMMAND MY19;Germany;2019;2873.0;315.0;
23333.44;https://www.mascus.com/agriculture/tractors/lamborghini-rs-90-dt/6jdpho7n.html;tractors;Lamborghini RS 90 DT;Germany;2012;1927.0;0.0;
181596.17;https://www.mascus.com/agriculture/tractors/john-deere-185/3k8h9mbo.html;tractors;John Deere 6R 185 **MIETRÜCKLÄUFER**;Germany;2024;495.0;185.0;
1319.07;https://www.mascus.com/agriculture/tractors/other-αλλο-17-νυχια/gi5p8g3f.html;tractors;Αλλο 17 ΝΥΧΙΑ;Greece;1997;1.0;1.0;
22318.99;https://www.mascus.com/agriculture/tractors/landini-vision-105/clamap5f.html;tractors;Landini Vision 105;Netherlands;2009;5499.0;105.0;4 WD
65942.5;https://www.mascus.com/agriculture/tractors/valtra-n-103/euen7t3q.html;tractors;Valtra N 103 HI.TECH . DESTOCKAGE;France;2014;;;
104404.99;https://www.mascus.com/agriculture/tractors/new-holland-t-6-160/eg7h3shs.html;tractors;New Holland T6.160DC;Denmark;2022;1300.0;160.0;
89042.68;https://www.mascus.com/agriculture/tractors/case-ih-puma-230-cvx/irbiit9k.html;tractors;Case IH PUMA 230 CVX;Denmark;2015;5851.0;;
121116.56;https://www.mascus.com/agriculture/tractors/fendt-824-s4-profi-plus/8qil7jao.html;tractors;Fendt 824 S4 PROFI PLUS;Germany;2017;5164.0;237.0;4 WD
31292.68;https://www.mascus.com/agriculture/tractors/new-holland-t-5040/egehikcp.html;tractors;New Holland T 5040;Poland;2012;5896.0;88.0;4 WD
21760.99;https://www.mascus.com/agriculture/tractors/john-deere-1026-r/fg4lesas.html;tractors;John Deere 1026 R;Germany;2020;65.0;5.0;4 WD
8511.75;https://www.mascus.com/agriculture/tractors/mercedes-benz-mb-trac-800/3f8r6f9s.html;tractors;Mercedes-Benz MB Trac 800;Norway;1979;7033.0;72.0;
1255.04;https://www.mascus.com/agriculture/tractors/ih-523/cn8pgpdj.html;tractors;IH 523;Sweden;;99999.0;;2 WD
24266.49;https://www.mascus.com/agriculture/tractors/massey-ferguson-274/7gao3o6g.html;tractors;Massey Ferguson 274 V;Germany;;4865.0;5.0;
6878.01;https://www.mascus.com/agriculture/tractors/fiat-640/bgdjag3j.html;tractors;Fiat 640 DT;Norway;1976;5031.0;64.0;
110580.47;https://www.mascus.com/agriculture/tractors/valtra-t-174/6m3sbqgh.html;tractors;Valtra T 174;Germany;2017;2900.0;179.0;4 WD
14963.48;https://www.mascus.com/agriculture/tractors/ford-9700/6tdi3s8r.html;tractors;Ford 9700;Netherlands;;;;
52754.55;https://www.mascus.com/agriculture/tractors/john-deere-6920-s/3kbq5qgf.html;tractors;John Deere 6920 S;Italy;2004;;165.0;
14274.67;https://www.mascus.com/agriculture/tractors/massey-ferguson-253/bs4r7lgu.html;tractors;Massey Ferguson 253-4;Austria;1985;7900.0;49.0;
65942.5;https://www.mascus.com/agriculture/tractors/claas-axion-930/gg8kfphs.html;tractors;CLAAS Axion 930, FZW, GPS S10, 354PS,;Germany;2014;9818.0;352.0;4 WD
124138.89;https://www.mascus.com/agriculture/tractors/case-ih-optum-300-cvx/gmdtbpan.html;tractors;Case IH OPTUM 300 CVX TRAKTOR;Sweden;2016;3124.0;313.0;4 WD
38436.88;https://www.mascus.com/agriculture/tractors/kubota-m-5-091/7sciar4t.html;tractors;Kubota M 5-091;United Kingdom;2017;3032.0;;4 WD
3009.53;https://www.mascus.com/agriculture/tractors/john-deere-1120/eo3r4o5o.html;tractors;John Deere 1120;Norway;1971;9137.0;53.0;
30865.49;https://www.mascus.com/agriculture/tractors/new-holland-t-6080/bofmgifs.html;tractors;New Holland T6080;Norway;2009;9300.0;167.0;
86016.69;https://www.mascus.com/agriculture/tractors/valtra-g-115/3s7h6f7q.html;tractors;Valtra G115 A;United Kingdom;2023;;180.0;
76087.99;https://www.mascus.com/agriculture/tractors/fendt-514/fpct4m8k.html;tractors;Fendt 514;Netherlands;2014;7085.0;;4 WD
11250.51;https://www.mascus.com/agriculture/tractors/solis-26-minitractor-nieuw-industriebanden-5-jaar-gara/5m3kii3p.html;tractors;Solis 26 + minitractor NIEUW industriebanden 5 jaar GARA;Netherlands;2024;1.0;;4 WD
6086.75;https://www.mascus.com/agriculture/tractors/trelleborg-480-65r28-600-65r38-banden/8timhfer.html;tractors;Trelleborg 480/65R28 & 600/65R38 Banden;Netherlands;;;;
25362.36;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-260/8u9k3ncp.html;tractors;Deutz-fahr AGROTRON 260;Latvia;2003;11238.0;272.0;4 WD
28913.42;https://www.mascus.com/agriculture/tractors/case-ih-maxxum-5140/is4minff.html;tractors;Case IH MAXXUM 5140 PRO MIT FRONTZAPFWELLE;Germany;1997;9670.0;118.0;4 WD
96378.06;https://www.mascus.com/agriculture/tractors/john-deere-6215-r/crcf9u8p.html;tractors;John Deere 6215 R;Germany;2018;5600.0;219.0;4 WD
129754.54;https://www.mascus.com/agriculture/tractors/john-deere-230-r/bk8i8ohf.html;tractors;John Deere 6230R;Germany;2018;3970.0;280.0;
46666.89;https://www.mascus.com/agriculture/tractors/case-ih-puma-210/hhbqbg9p.html;tractors;Case IH Puma 210;Ukraine;2010;7300.0;213.0;
38043.54;https://www.mascus.com/agriculture/tractors/zetor-forterra-11441/bjaqbfip.html;tractors;Zetor FORTERRA 11441.21 4x4;Czech Republic;2009;1200.0;;
35406.31;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-ttv-610-m-frontzapfwelle/gi9q6p4j.html;tractors;Deutz-fahr AGROTRON TTV 610 M. FRONTZAPFWELLE;Germany;2008;8248.0;166.0;4 WD
