sep=;
category;technical_unit;mark;model;equipment_level;eps_lad_number;price;source;metadata
Kravu celšanas un kraušanas tehnika;Teleskopiskais iekrāvējs;MANITOU;MLT625-75H;Premium;KC-02-0000231;103200.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15116&page=192;{'aprikojuma_apraksts': 'Reversais ventilators, gaisa kondicionieris, strēles amortizācija, transporta ātrums 30 km/h, Palešu dakšas  ar sānu nobīdi 1,2m, dakšu pagarinājums 2m, kauss 1,5m3 Big bag tūrētājs,  Manitou birste', 'maksimala_motora_jauda_zs': 75.0, 'maksimala_celtspeja_kg': 2500.0, 'maksimalais_celsanas_augstums_m': 5.9}
Sējas un stādāmā tehnika;Sējmašīna;IRTEM;DD4000;Premium;ST-01-0000968;15000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15123&page=192;{'aprikojuma_apraksts': 'Dubulto disku sējaparāti (31 gab), Sēšanas dziļuma regulācija ar piespiedējriteni, Aizrausēji aizmugurē, Traktora sliedes irdinātāj, Hidrauliskie marķieri, Elektroniska tehnoloģiskās sliedes vadība', 'darba_platums_m': 4.0, 'nepieciesama_maksimala_traktora_jauda_zs': 120.0, 'tvertnes_tilpums_l_seklas': 530.0, 'tvertnes_tilpums_l_mineralmeslu': 500.0, 'darbibas_princips': 'mehāniskā', 'sesanas_iespejas': ['sēkla', 'min. mēsli'], 'pievienosanas_veids_traktoram': 'piekabināma'}
Fermu aprīkojums un iekārtas;Automātiskā slaukšanas iekārta;LELY;A5+CU + 70 HR LDN;Vidējais;FA-05-0000067;192000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15134&page=192;{'aprikojuma_apraksts': 'slaukšanas manipulators, piena sūknis, tīrīšanas sistēma, bokss, barības sile, pulsators, kompresors, piena priekšdzesētājs, palīgmateriāli, paraugu kaste', 'kopeja_nominala_jauda_kw': 8.0, '1_vietas_raziba_govis_stunda': 9.0, 'vienlaicigi_slaucamo_govju_skaits': 1.0}
Fermu aprīkojums un iekārtas;Dzīvnieku labturības aprīkojums;SALIKA;LP-FV2-1;Bāzes;FA-16-0000216;35611.23;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15128&page=192;{'aprikojuma_apraksts': '39 fermas vārti FV2, 32 nožogojumi, 105 stabi, caurules, stiprinājumi, savienojumi, piegāde, uzstādīšana.', 'kopeja_nominala_jauda_kw': 0.0}
Kravu transportēšanas tehnika;Specializētais kravas furgons;VOLKSWAGEN;CRAFTER 3.5T KASTEN;Vidējais;KT-02-0000025;62200.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15095&page=192;{'aprikojuma_apraksts': 'Parbūve no trīs vietīga uz sešvietīgu ar starpsienu,pilnpiedziņa,sakabes ierīce,apsildāmi priekšējie sēdekļi,LED lukturi priekšā,PVD asistentu pakotne \'\'Advanced","Discover Pro" navigācijas sistēma', 'kravas_telpas_ietilpiba_m3': 13.6, 'dzinejs_jauda_kw': 130.0, 'dzinejs_darba_tilpums_cm3': 1968.0, 'degviela': 'Elektro', 'parnesumkarba': 'Automātiskā', 'tvertnes_tilpums_l_degviela': 75.0, 'tvertnes_tilpums_l_adblue': 18.0, 'kravnesiba_kg': 1232.0, 'pilna_masa_kg': 3500.0}
Taras apstrādes iekārtas un aprīkojums;Taras mazgāšanas mašīna;CLEANETIC;MP 2000 P;Premium;TA-01-0000001;180200.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15108&page=192;{'aprikojuma_apraksts': 'Sūknis priekšmazgāšana - 2 gb x 11 kW, Sūknis mazgāšana -2 gb x 15 kW, appūšanas ventilatori - 8 gb x 4 kW, mazgāšanas līdzekļa dozators', 'maksimalais_razigums_gab_h': 2000.0, 'maksimala_mazgasanas_temperatura_0c': 80.0, 'operaciju_veiksana': ['Priekšmazgāšana', 'Etiķetes noņemšana', 'Mazgāšana', 'Skalošana', 'Žāvēšana'], 'operaciju_veiksana_ja_izvelets_cits': 0, 'taras_veids': 'Cits', 'taras_veids_ja_izvelets_cits': 0}
Augsnes apstrādes tehnika un iekārtas;Frēze;SICMA;BH 120;Bāzes;AA-05-0000228;1560.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15142&page=192;{'aprikojuma_apraksts': 'Kardāns, drošibas rāmis', 'nepieciesama_maksimala_traktora_jauda_zs': 30.0, 'darba_platums_m': 1.2, 'darbigo_dalu_novietojums': 'horizontāls', 'pilna_masa_kg': 1980.0}
Fermu aprīkojums un iekārtas;Barības gatavošanas iekārta;MILLMIX;SPBR OG-2.0-TH;Vidējais;FA-01-0000027;84421.09;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15141&page=192;{'aprikojuma_apraksts': 'Pieņemšanas bedre ar transportieri, kausiņu elevators, ķēžu transportieris, 2 stikla šķiedras torņi, 2 gliemežtransportieri, cauruļu materiālu komplekts, vadības sistēma, iekārtu piegāde un montāža', 'pienemsanas_tvertnes_tilpums_m3': 132.0, 'transportieru_skaits_gab': 5.0, 'vadiba': 'automātiska', 'komponensu_tvertnes': ['Rupjā, gab.']}
Fermu aprīkojums un iekārtas;Automātiskā slaukšanas iekārta;DELAVAL;VMS V300 65;Vidējais;FA-05-0000069;198665.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15138&page=192;{'aprikojuma_apraksts': '1 Slaukšanas iekārta,1 kompresors, 1 paraugu kaste, 1 šķirošanas iekārta, 1 šķidrās barības izdales sūknis, 65 HDX transponderi.', 'kopeja_nominala_jauda_kw': 8.0, '1_vietas_raziba_govis_stunda': 9.0, 'vienlaicigi_slaucamo_govju_skaits': 1.0}
Fermu aprīkojums un iekārtas;Automātiskā slaukšanas iekārta;DELAVAL;VMS V300 K 65;Vidējais;FA-05-0000070;163000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15139&page=193;{'aprikojuma_apraksts': '1 Slaukšanas iekārta, 1 šķirošanas iekārta, 1 šķidrās barības izdales sūknis, 65 HDX transponderi,1 vakuuma sūknis.', 'kopeja_nominala_jauda_kw': 8.0, '1_vietas_raziba_govis_stunda': 9.0, 'vienlaicigi_slaucamo_govju_skaits': 1.0}
Atjaunojamās enerģijas ražošana;Saules paneļi;JA SOLAR;JAM72S20-455/MR 32;Premium;AE-01-0000374;12731.4;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15109&page=193;{'aprikojuma_apraksts': '32 saules paneļi ar stiprinājumiem, invertors, palīgmateriāli, montāža, transports, nodošana ekspluatācijā', 'saules_panelu_darbibas_efektivitate_prc': 20.5, 'maksimala_jauda_w': 455.0, 'darba_temperatura_°c': 85.0, 'maksimalais_darba_spriegums_v': 41.82, 'maksimala_darba_strava_a': 10.88, 'saules_panelu_tips': 'Cits', 'saules_panelu_tips_ja_atzimets_cits': 0, 'izmeri_mm_garums': 2112.0, 'izmeri_mm_platums': 1052.0, 'izmeri_mm_biezums': 35.0, 'svars_kg': 24.7}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Graudu tīrītājs;NN ENGINEERING PRODUCTS;SPIRAL BOX 2 GRADER SS;Bāzes;RP-04-0000113;2850.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15133&page=193;{'aprikojuma_apraksts': 'Regulējams padeves šīberis, 2 nerūsejošā tērauda spirāles ar 18 gredzeniem, 2 izbires', 'elektromotora_jauda_kw': 0.0, 'darba_razigums_kviesiem_t_h': 1.0, 'maksimala_gaisa_plusma_m3_min': 0.0, 'sijasanas_laukums_m2': 0.0, 'izmeri_m_garums': 150.0, 'izmeri_m_platums': 95.0, 'izmeri_m_augstums': 230.0}
Sējas un stādāmā tehnika;Sējmašīna;AMAZONE;CIRRUS 6003-2;Vidējais;ST-01-0000969;140000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15140&page=193;{'aprikojuma_apraksts': 'Salokāms rāmis, augsnes apstrādes diski divās rindās ar regulējamu dziļumu, veltnis, teleskopiskā sakabe, ISOBUS aprīkojums.', 'darba_platums_m': 6.0, 'nepieciesama_maksimala_traktora_jauda_zs': 220.0, 'tvertnes_tilpums_l_seklas': 3600.0, 'tvertnes_tilpums_l_mineralmeslu': 0.0, 'darbibas_princips': 'mehāniskā', 'sesanas_iespejas': ['sēkla', 'sīksēklu aprīkojums'], 'pievienosanas_veids_traktoram': 'piekabināma'}
Atjaunojamās enerģijas ražošana;Saules paneļi;TRINA SOLAR;TSM-445NEG9R.28 52;Premium;AE-01-0000370;13496.09;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15010&page=193;{'aprikojuma_apraksts': '52 saules paneļi ar stiprinājumiem uz jumta un zemes, invertors, palīgmateriāli, transports, montāža, nodošana ekspluatācijā', 'saules_panelu_darbibas_efektivitate_prc': 22.3, 'maksimala_jauda_w': 445.0, 'darba_temperatura_°c': 25.0, 'maksimalais_darba_spriegums_v': 44.3, 'maksimala_darba_strava_a': 10.05, 'saules_panelu_tips': 'Cits', 'saules_panelu_tips_ja_atzimets_cits': 0, 'izmeri_mm_garums': 1762.0, 'izmeri_mm_platums': 1134.0, 'izmeri_mm_biezums': 30.0, 'svars_kg': 21.8}
Lopbarības sagatavošanas tehnika;Pļaujmašīna;KRONE;EASYCUT B 1050 CV COLLECT;Vidējais;LS-02-0000554;100000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=14984&page=193;{'aprikojuma_apraksts': 'Hidrauliska darba platuma maiņa, hidrauliska slogošana no kabīnes, 16 diski, 32 naži, akmens aizsardzība katrā diskā, 2 lentas transportieri, vadības pults, ISOBUS.', 'darba_platums_m': 10.45, 'nepieciesama_maksimala_traktora_jauda_zs': 200.0, 'griezejaparata_veids': 'izkapts', 'tips': 'nezāļu', 'pievienosanas_veids_traktoram': 'pašgājēja', 'zales_apstrade': 'bez zāles apstrādes'}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Medus sviede, atvākošanas iekārta;KONIGIN;125-66-RG;Bāzes;RP-17-0000017;1980.99;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15146&page=193;{'aprikojuma_apraksts': 'Nerūsējošā tērauda tvertne ar iztukšošanas vārstu, elektropiedziņas motoru un vadības pulti.', 'iekartas_jauda_kw': 0.37, 'iekartas_raziba_ramju_skaits': 66.0, 'iekartas_vadiba': 'Manuāla'}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Medus mitruma noņēmējs;KONIGIN;MSZ-170;Bāzes;RP-12-0000008;4903.5;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15147&page=193;{'aprikojuma_apraksts': 'Nerūsējošā tērauda kamera ar vāku un ventilāciju, vadības pults ar temperatūras regulatoru.', 'nepieciesama_elektriska_jauda_kw': 2.77, 'tilpums_l': 130.0, 'raziba_prc_h': 5.0, 'kondensata_savaksana': 'Nē'}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Medus apstrādes iekārta;KONIGIN;MV-CS-200;Bāzes;RP-18-0000024;3501.75;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15148&page=193;{'aprikojuma_apraksts': 'Nerūsējošā tērauda medus un vaska separators. Reduktora tipa motors, vadības bloks ar apgiezienu regulēšanu, rotācijas virziena maiņu un avārijas pogu.', 'iekartas_jauda_kw': 1.1, 'iekartas_raziba_l_h': 150.0, 'iekartas_vadiba': 'Manuāla'}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Medus apstrādes iekārta;SWIENTY;110897EU;Bāzes;RP-18-0000025;6528.1;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15149&page=193;{'aprikojuma_apraksts': 'Medus fasētājs ar iebūvētu sūkni, vadības bloks, rotējošs galdiņš ar statīvu', 'iekartas_jauda_kw': 0.23, 'iekartas_raziba_l_h': 220.0, 'iekartas_vadiba': 'Manuāla'}
Fermu aprīkojums un iekārtas;Ģenerators;CRICKET;BD80 CK;Vidējais;FA-20-0000040;17468.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15122&page=193;{'aprikojuma_apraksts': '4 cilindru BAUDOUIN turbopūtes ūdensdzeses dzinējs, 145 litru degvielas tvertne, STAMFORD regulators, F60/00 klusinātājs', 'nominala_jauda_kw': 64.0, 'degvielas_veids': 'Cits', 'degvielas_veids_ja_atzimets_cits': 0, 'degvielas_paterins_l_h': 13.5, 'elektrofazu_skaits': 3.0, 'spriegums_v': 400.0, 'uztadisanas_veids': 'Pārvietojams', 'pilna_masa_kg': 1380.0}
Kravu celšanas un kraušanas tehnika;Teleskopiskais iekrāvējs;DIECI;MINI AGRI 26.6;Vidējais;KC-02-0000232;67780.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15152&page=193;{'aprikojuma_apraksts': 'Ātrā agregātu maiņa, gaisa kondicionieris, video kamera aizmugurē, papildus LED apgaismojums, hidroizvads aizmugurē, palešu dakšas, kauss', 'maksimala_motora_jauda_zs': 75.0, 'maksimala_celtspeja_kg': 2600.0, 'maksimalais_celsanas_augstums_m': 5.73}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;LELY;AUTO GATES/1;Vidējais;FA-13-0000367;3600.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15144&page=193;{'aprikojuma_apraksts': 'Viens paceļamo vārtu 5x2,1m komplekts, distances vadība, piegāde un uzstādīšana', 'dzivnieku_skaits_gab': 5.0, 'pielietojums_govim_vecums_menesos': 24.0, 'pielietojums_jaunlopiem_vecums_menesos': 12.0}
Atjaunojamās enerģijas ražošana;Saules paneļi;TRINA SOLAR;TSM-DE09R.08 425W   36.;Premium;AE-01-0000371;12405.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15062&page=193;{'aprikojuma_apraksts': '36 saules paneļi ar stiprinājumiem uz zemes, invertors, palīgmateriāli, montāža, transports, nodošana ekspluatācijā', 'saules_panelu_darbibas_efektivitate_prc': 21.3, 'maksimala_jauda_w': 425.0, 'darba_temperatura_°c': 25.0, 'maksimalais_darba_spriegums_v': 41.5, 'maksimala_darba_strava_a': 10.24, 'saules_panelu_tips': 'Cits', 'saules_panelu_tips_ja_atzimets_cits': 0, 'izmeri_mm_garums': 1762.0, 'izmeri_mm_platums': 1134.0, 'izmeri_mm_biezums': 30.0, 'svars_kg': 21.8}
Kravu transportēšanas tehnika;Specializētais kravas furgons;MERCEDES BENZ;SPRINTER 319 CDI LONG;Vidējais;KT-02-0000026;69629.49;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15143&page=193;{'aprikojuma_apraksts': 'Piecvietīga kabīne ar starpsienu, 9G TRONIC transmisija, LED priekšējie lukturi, piekabes āķis, mitrumizturīga kravas telpas grīda, ziemas pakete",komforta vadītāja sēdeklis', 'kravas_telpas_ietilpiba_m3': 14.0, 'dzinejs_jauda_kw': 140.0, 'dzinejs_darba_tilpums_cm3': 2987.0, 'degviela': 'Elektro', 'parnesumkarba': 'Automātiskā', 'tvertnes_tilpums_l_degviela': 71.0, 'tvertnes_tilpums_l_adblue': 22.0, 'kravnesiba_kg': 833.0, 'pilna_masa_kg': 3500.0}
Atjaunojamās enerģijas ražošana;Saules paneļi;JOLYWOOD;NTOPCON BIFACIAL JW-HD144N-585W 468;Premium;AE-01-0000372;207643.24;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15093&page=193;{'aprikojuma_apraksts': '468 saules paneļi ar stiprinājumiem, 3 invertori, palīgmateriāli, transports, uzstādīšana, regulēšana un nodošana ekspluatācijā.', 'saules_panelu_darbibas_efektivitate_prc': 22.65, 'maksimala_jauda_w': 585.0, 'darba_temperatura_°c': 85.0, 'maksimalais_darba_spriegums_v': 1500.0, 'maksimala_darba_strava_a': 13.11, 'saules_panelu_tips': 'Cits', 'saules_panelu_tips_ja_atzimets_cits': 'Bifaciālais', 'izmeri_mm_garums': 2278.0, 'izmeri_mm_platums': 1134.0, 'izmeri_mm_biezums': 30.0, 'svars_kg': 31.5}
Lopbarības sagatavošanas tehnika;Vālotājs/ārdītājs;KRONE;VENDRO 790;Bāzes;LS-03-0000319;17000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15145&page=193;{'aprikojuma_apraksts': 'Uzkabes rāmis, 7 atsperzaru sijas katram rotoram, atbalsta kāja, OctoLink savienojumi, hidrauliski salokāms rāmis.', 'darba_platums_m': 7.81, 'rotoru_skaits': 6.0, 'nepieciesama_maksimala_traktora_jauda_zs': 65.0, 'darbibas_princips': 'ārdītājs', 'pievienosanas_veids_traktoram': 'piekabināms'}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Medus apstrādes iekārta;LYSON;W20087_Z;Bāzes;RP-18-0000023;1373.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15131&page=193;{'aprikojuma_apraksts': 'Elektromotors ar reduktoru, automātiskā vadība, apsildes un izolācijas apvalks, korpuss un maisītāja lāpstiņas izgatavotas no skābes izturīga nerūsējošā tērauda', 'iekartas_jauda_kw': 0.18, 'iekartas_raziba_l_h': 50.0, 'iekartas_vadiba': 'Manuāla'}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;SALIKA;LP-AFIK-1;Bāzes;FA-13-0000368;1495.87;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15156&page=193;{'aprikojuma_apraksts': '20 aitu fiksācijas paneļi 2000x940, aitu fiksācijas panelis ar jēru ieeju, aitu fiksācijas paneļa durvis.', 'dzivnieku_skaits_gab': 10.0, 'pielietojums_govim_vecums_menesos': 6.0, 'pielietojums_jaunlopiem_vecums_menesos': 2.0}
Sējas un stādāmā tehnika;Dārzeņu stādāmā mašīna;METALCEHS;GP303M;Vidējais;ST-04-0000020;3450.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15111&page=193;{'aprikojuma_apraksts': 'Automatizēts kausiņu sēklas padeves mehānisms, regulējams rindstarpu attālums', 'nepieciesama_maksimala_traktora_jauda_zs': 25.0, 'rindu_skaits': 3.0, 'rindstarpu_attalums_cm': 42.0, 'pievienosanas_veids_traktoram': 'piekabināma', 'tvertnes_ietilpiba_kg': 150.0}
Augsnes apstrādes tehnika un iekārtas;Kultivators;METALCEHS;GC0004CM;Premium;AA-06-0000323;2900.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15110&page=194;{'aprikojuma_apraksts': 'Rindstarpu kultivators ar regulējamu agresivitāti un sekciju skaitu, stūrējams vagošanas mehānisms, sēdvieta operatoram.', 'nepieciesama_maksimala_traktora_jauda_zs': 25.0, 'darba_platums_m': 1.5, 'pievienosanas_veids_traktoram': 'piekabināms', 'pilna_masa_kg': 450.0}
Fermu aprīkojums un iekārtas;Guļvietu aprīkojums;DELAVAL;FCD1800; BB100; M40R - 65;Vidējais;FA-12-0000126;35177.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15159&page=194;{'aprikojuma_apraksts': 'Plastikāta guļvietu norobežojumi 65 guļvietām. Komplektācijā ar plastikāta atbalsta vaļņiem un guļvietu matračiem 40 mm biezumā. Visi stiprinājumi komplektā.', 'dzivnieku_skaits_gab': 65.0, 'gulvietas_platums_mm': 1200.0, 'pielietojums_govim_vecums_menesos': 24.0, 'pielietojums_jaunlopiem_vecums_menesos': 0.0}
Kravu celšanas un kraušanas tehnika;Teleskopiskais iekrāvējs;DIECI;AGRI STAR 40.8 GD;Vidējais;KC-02-0000233;97830.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15164&page=194;{'aprikojuma_apraksts': 'Gaisa kondicionieris, strēles amortizācija, reversais ventilators, kauss ar aizsargnazi, palešu dakšas, piekabes āķis, aizmugurē hidroizvads, palielināta izmēra riepas 460/70R24', 'maksimala_motora_jauda_zs': 136.0, 'maksimala_celtspeja_kg': 4000.0, 'maksimalais_celsanas_augstums_m': 7.7}
Kravu celšanas un kraušanas tehnika;Autoiekrāvējs;MITSUBISHI;FD25N3;Vidējais;KC-04-0000076;38780.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15167&page=194;{'aprikojuma_apraksts': 'trīspakāpju pacelšanas masts, sēgta kabīne ar apsildi un logu tīrītājiem, sānu nobīdes mehānisms, pacelšanas masta amortizācijas sistēma, LED darba gaismas, Grammer sēdeklis, pildītās riepas.', 'motora_jauda': 36.0, 'motora_jaudas_mervieniba': 'KW', 'energijas_avots': 'elektroenerģija', 'celtspeja_kg': 2500.0, 'celsanas_augstums_m': 4.7, 'pilna_masa_kg': 3960.0}
Kravu celšanas un kraušanas tehnika;Autoiekrāvējs;MITSUBISHI;FG30N3;Vidējais;KC-04-0000077;34680.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15168&page=194;{'aprikojuma_apraksts': 'trīspakāpju pacelšanas masts, pacelšanas masta amortizācijas sistēma, pildītās bezkameru riepras, sānu nobīdes mehānisms, LED darba gaismas.', 'motora_jauda': 64.0, 'motora_jaudas_mervieniba': 'KW', 'energijas_avots': 'elektroenerģija', 'celtspeja_kg': 3000.0, 'celsanas_augstums_m': 4.7, 'pilna_masa_kg': 4450.0}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;DELAVAL;GATES - 36;Vidējais;FA-13-0000369;27224.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15169&page=194;{'aprikojuma_apraksts': 'Karsti cinkoti 2 teleskopiski metāla vārti, 8 sīkrežģoti nožogojumi, barības galda skausta stienis un fiksācija, iebetonējami stabi, \r\n7 vienvirziena vārti salona tipa.', 'dzivnieku_skaits_gab': 65.0, 'pielietojums_govim_vecums_menesos': 24.0, 'pielietojums_jaunlopiem_vecums_menesos': 0.0}
Fermu aprīkojums un iekārtas;Dzīvnieku labturības aprīkojums;DELAVAL;ST200;Bāzes;FA-16-0000217;1420.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15170&page=194;{'aprikojuma_apraksts': 'Nerūsējošā tērauda dzirdne bez apsildes, izgāžama. 2 metri gara. Stiprināma pie sienas vai uz grīdas.', 'kopeja_nominala_jauda_kw': 0.0}
Fermu aprīkojums un iekārtas;Dzīvnieku labturības aprīkojums;DELAVAL;SCB 3;Bāzes;FA-16-0000218;2960.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15171&page=194;{'aprikojuma_apraksts': 'Rotējošā govju birste, aprīkota ar diviem atsevišķiem šarnīra savienojumiem. Automātiska ieslēgšanās/izslēgšanās.', 'kopeja_nominala_jauda_kw': 0.14}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;DELAVAL;GATES - 37;Vidējais;FA-13-0000370;17193.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15174&page=194;{'aprikojuma_apraksts': 'Karsti cinkoti 2 teleskopiski metāla vārti, 8 sīkrežģoti nožogojumi, barības galda skausta stienis un fiksācija, iebetonējami stabi.', 'dzivnieku_skaits_gab': 65.0, 'pielietojums_govim_vecums_menesos': 24.0, 'pielietojums_jaunlopiem_vecums_menesos': 0.0}
Fermu aprīkojums un iekārtas;Dzīvnieku labturības aprīkojums;DELAVAL;WT7;Bāzes;FA-16-0000219;1407.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15175&page=194;{'aprikojuma_apraksts': 'Plastikāta dzirdne ar iegremdējamo sildītāju 230V.  Izmēri 213x60x61 cm.', 'kopeja_nominala_jauda_kw': 0.5}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;KRAIBURG;KA 96;Vidējais;FA-13-0000366;9550.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15107&page=194;{'aprikojuma_apraksts': '96 gumijas paklāji, enkurnaglas, transports un montāža.', 'dzivnieku_skaits_gab': 100.0, 'pielietojums_govim_vecums_menesos': 24.0, 'pielietojums_jaunlopiem_vecums_menesos': 0.0}
Kravu transportēšanas tehnika;Piekabe;BRENTEX-TRAILER;BREN-3315-2-750;Bāzes;KT-01-0000668;1698.35;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15151&page=194;{'aprikojuma_apraksts': '13 pin kontaktligzda ar 7 pin adapteri, noņemams priekšējais un aizmugurējais borts, grīda no 12mm saplākšņa, atgāžama kravas kaste, atbalsta ritenis', 'ietilpiba_m3': 1.95, 'kravnesiba_kg': 421.0, 'tips': 'dzīvnieku pārvadāšanas', 'asu_skaits_gab': 2.0, 'pilna_masa_kg': 750.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Bišu vaska apstrādes iekārta;GIORDAN;MVA00000001;Bāzes;RP-20-0000019;1528.93;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15153&page=194;{'aprikojuma_apraksts': 'Nerūsējošā tērauda vanna ar sildelementu un temperatūras regulatoru.', 'apstrades_veids': 'Cits', 'apstrades_veids_ja_izvelets_cits': 0, 'iekartas_tilpums_l': 150.0, 'iekartas_silditaja_veids': 'Cits', 'silditaja_veids_ja_izvelets_cits': 0, 'iekartas_raziba_l_h': 150.0, 'jauda_kw': 2.0, 'iekartas_vadiba': 'Manuāla', 'spiedrullisu_izmeri_diametrs_mm': 0.0, 'spiedrullisu_izmeri_garums_mm': 0.0}
Atjaunojamās enerģijas ražošana;Saules paneļi;JINKO SOLAR;JKM470N-60HL4-V 222;Premium;AE-01-0000376;102699.9;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15130&page=194;{'aprikojuma_apraksts': '222 saules paneļi, 6 invertori, stiprinājumu sistēma uz jumta, uzstādīšanas darbi, dokumentācija, Solārie kabeļi, drošinātāji, konektori, palīgmateriāli, piegāde, 422 cilvēkstundas darbs.', 'saules_panelu_darbibas_efektivitate_prc': 21.78, 'maksimala_jauda_w': 470.0, 'darba_temperatura_°c': 85.0, 'maksimalais_darba_spriegums_v': 35.05, 'maksimala_darba_strava_a': 13.41, 'saules_panelu_tips': 'Cits', 'saules_panelu_tips_ja_atzimets_cits': 0, 'izmeri_mm_garums': 1903.0, 'izmeri_mm_platums': 1134.0, 'izmeri_mm_biezums': 30.0, 'svars_kg': 24.2}
Ražošanas resursu uzglabāšanas tvertnes;Šķidrumu uzglabāšanas tvertne;SWIMER;5000.0;Bāzes;UT-01-0000079;4600.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=15185&page=194;{'aprikojuma_apraksts': 'Elektriskais sūknis (230V) ,elastīga izdales šļūtene ar automātisko pistoli, Digitālais litru skaitītājs.', 'tilpums_l': 5000.0, 'uzglabajama_skidruma_veids': 'Ūdens', 'tvertnes_tips': 'Dubultsienas', 'tvertnes_materials': 'Polietilēns', 'diametrs_mm': 2360.0, 'platums_mm': 0.0, 'garums_mm': 3100.0, 'augstums_mm': 3000.0}
